details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
ratings-v1-bb6554c6c-h5fj6,izbp1gwb52uyj3g0wn52lez
reviews-v2-7b54f65748-678mv,izbp1gwb52uyj3g0wn52lez
reviews-v3-5fdbd4557-257lq,izbp1gwb52uyj3g0wn52lez
reviews-v1-6b67998796-thwll,izbp1gwb52uyj3g0wn52lfz
reviews-v2-7b54f65748-pm8pj,izbp1gwb52uyj3g0wn52lfz
source,destination
productpage-v1,details-v1
istio-ingressgateway,productpage-v1
reviews-v2,ratings-v1
reviews-v3,ratings-v1
productpage-v1,reviews-v1
productpage-v1,reviews-v2
productpage-v1,reviews-v3
details-v1-748db46fff-ns657,dell2018
ratings-v1-bb6554c6c-8vqrc,dell2018
reviews-v1-6b67998796-knlvb,dell2018
reviews-v2-7b54f65748-l5kk8,dell2018
details-v1-748db46fff-rhq6n,izbp1gwb52uyj3g0wn52lez
productpage-v1-68bc78ddff-qrn85,izbp1gwb52uyj3g0wn52lez
